metric,mean,std
accuracy,0.9318455181421876,0.001927004818672625
precision_macro,0.9353334633858271,0.002063626076850911
recall_macro,0.931847619047619,0.0019261277875489671
f1_macro,0.9315965660921179,0.0019299367157865732
