,accuracy,precision_macro,recall_macro,f1_macro
fold_1,0.9393904761904762,0.9397471732601831,0.9393904761904762,0.9393145130066124
fold_2,0.9345117909253686,0.9345642623065765,0.9345142857142857,0.9344365061864771
fold_3,0.9358832717436855,0.9360587181716203,0.9358857142857143,0.9358150694368531
fold_4,0.9336736637586194,0.9337880830027872,0.9336761904761905,0.9335983350429089
fold_5,0.9353118214027201,0.9354378652361462,0.9353142857142857,0.9352135957033153
