,accuracy,precision_macro,recall_macro,f1_macro
fold_1,0.9404190476190476,0.940468370005616,0.9404190476190476,0.9403805427843505
fold_2,0.9348546611299479,0.9349184181198731,0.9348571428571427,0.9348069102566748
fold_3,0.9367213989104347,0.9368927154305733,0.9367238095238095,0.9366711364179038
fold_4,0.9343975008571755,0.9345520892967013,0.9344,0.9343472054940986
fold_5,0.9365690121528439,0.936565150354614,0.9365714285714285,0.9365152708603804
