metric,mean,std
accuracy,0.9365923241338899,0.002121213723769195
precision_macro,0.9366793486414755,0.0020995884432509757
recall_macro,0.9365942857142857,0.002120314014308832
f1_macro,0.9365442131626815,0.0021250617035138003
