,accuracy,precision_macro,recall_macro,f1_macro
fold_1,0.9349714285714286,0.9385598834742291,0.9349714285714286,0.9347342435912953
fold_2,0.9296354146824641,0.9329153080226581,0.9296380952380953,0.9293843520783609
fold_3,0.9318831193569279,0.9357657037834759,0.9318857142857143,0.9316129187043787
fold_4,0.9300544782658386,0.9332850576924147,0.9300571428571428,0.9298140575868987
fold_5,0.9326831498342794,0.9361413639563579,0.9326857142857143,0.9324372584996558
