idx_eq,complexity,k_thresholds,k_probabilities,k_total_for_ic,pysr_loss,val_rerank_acc,val_rerank_f1,log_likelihood,neg2_log_likelihood,aic,bic,selection_score,t1_probe,t2_probe,classes,region_class_counts,region_class_probs,equation,delta_aic,delta_bic
4,7,2,6,15,0.058298655,0.9388234039148755,0.9387644888215624,-3939.6753188306843,7879.350637661369,7909.350637661369,8026.934073111013,8026.934073111013,0.05182697140205691,1.4257697217236123,"[0, 1, 2]","[[6249.0, 27.0, 0.0], [0.0, 5723.0, 620.0], [0.0, 500.0, 5630.0]]","[[0.9953814301640389, 0.004459308807134894, 0.00015926102882624622], [0.0001575795776867318, 0.9019855026788528, 0.09785691774346045], [0.00016305233980107615, 0.08168922224033914, 0.9181477254198598]]",2.4550219 - (1.4099945 / (x0 + 0.58053213)),0.5648153051579357,0.0
6,10,2,6,18,0.058034632,0.9389300762707344,0.9388715995442579,-3936.3929111781054,7872.785822356211,7908.785822356211,8049.885944895784,8049.885944895784,0.05250058281475238,1.4245144917511878,"[0, 1, 2]","[[6249.0, 27.0, 0.0], [0.0, 5715.0, 610.0], [0.0, 508.0, 5640.0]]","[[0.9953814301640389, 0.004459308807134894, 0.00015926102882624622], [0.00015802781289506955, 0.9032869785082175, 0.09655499367888748], [0.00016257519102584944, 0.08275077223215738, 0.9170866525768168]]",(-2.1805785 / ((x0 + 0.027716832) + exp(x0))) + 2.1487064,0.0,22.951871784770447
5,8,2,6,16,0.058060937,0.9382367059576511,0.9381687644553801,-3951.147542961547,7902.295085923094,7934.295085923094,8059.717417069382,8059.717417069382,0.04916987056820279,1.4439748784835318,"[0, 1, 2]","[[6249.0, 27.0, 0.0], [0.0, 5776.0, 684.0], [0.0, 447.0, 5566.0]]","[[0.9953814301640389, 0.004459308807134894, 0.00015926102882624622], [0.00015472690700912888, 0.8938573417917376, 0.1059879313012533], [0.00016622340425531914, 0.07446808510638298, 0.9253656914893617]]",(-2.1147215 / (exp(x0) + x0)) + 2.1383712,25.50926356688342,32.78334395836828
0,1,2,6,9,0.32063898,0.9375966718224972,0.9375039068768959,-4008.090023965083,8016.180047930166,8034.180047930166,8104.730109199953,8104.730109199953,0.03532518740688606,0.8116465807023794,"[0, 1, 2]","[[6249.0, 39.0, 0.0], [0.0, 5778.0, 698.0], [0.0, 433.0, 5552.0]]","[[0.9934827531394055, 0.006358289620092195, 0.00015895724050230488], [0.0001543448062972681, 0.8919586355919124, 0.1078870196017904], [0.00016700066800267202, 0.07247828991315965, 0.9273547094188377]]",x0,125.39422557395574,77.79603608894013
1,3,2,6,11,0.29523605,0.9375966718224972,0.9375039068768959,-4008.090023965083,8016.180047930166,8038.180047930166,8124.407900593239,8124.407900593239,0.031093542583449662,0.7144185034064736,"[0, 1, 2]","[[6249.0, 39.0, 0.0], [0.0, 5778.0, 698.0], [0.0, 433.0, 5552.0]]","[[0.9934827531394055, 0.006358289620092195, 0.00015895724050230488], [0.0001543448062972681, 0.8919586355919124, 0.1078870196017904], [0.00016700066800267202, 0.07247828991315965, 0.9273547094188377]]",x0 * 0.88020885,129.39422557395574,97.47382748222572
2,5,2,6,13,0.19677016,0.9375966718224972,0.9375039068768959,-4008.090023965083,8016.180047930166,8042.180047930166,8144.085691986525,8144.085691986525,0.4370882358100398,0.9636233299879304,"[0, 1, 2]","[[6249.0, 39.0, 0.0], [0.0, 5778.0, 698.0], [0.0, 433.0, 5552.0]]","[[0.9934827531394055, 0.006358289620092195, 0.00015895724050230488], [0.0001543448062972681, 0.8919586355919124, 0.1078870196017904], [0.00016700066800267202, 0.07247828991315965, 0.9273547094188377]]",(x0 * 0.6782437) + 0.41312915,133.39422557395574,117.1516188755113
3,6,2,6,14,0.070638984,0.9355165608832471,0.935316484644324,-4239.7613803533595,8479.522760706719,8507.522760706719,8617.26730045972,8617.26730045972,0.02510267306522195,1.481057710848095,"[0, 1, 2]","[[6249.0, 91.0, 1.0], [0.0, 5646.0, 604.0], [0.0, 513.0, 5645.0]]","[[0.9851828499369483, 0.014501891551071878, 0.00031525851197982345], [0.00015992323684631377, 0.9030865184711339, 0.09675355829201983], [0.00016231131309852296, 0.0834280149326408, 0.9164096737542606]]",exp((-0.31895587 / x0) + 0.7990808),598.7369383505084,590.3332273487067
