fold,t,accuracy,precision,recall,f1
1,0.4597366755102823,0.9992114393859741,0.9992126810833508,0.9992114393859741,0.9992114388956249
2,0.4597388909801896,0.9992114393859741,0.9992126810833508,0.9992114393859741,0.9992114388956249
3,0.45974587607835576,0.9992114393859741,0.9992126810833508,0.9992114393859741,0.9992114388956249
4,0.4597379092647334,0.9992114393859741,0.9992126810833508,0.9992114393859741,0.9992114388956249
5,0.45974279922113725,0.9992114393859741,0.9992126810833508,0.9992114393859741,0.9992114388956249
