objid,specobjid,class,run,rerun,camcol,field,ra,dec,redshift,dered_u,deVRad_u,psffwhm_u,extinction_u,dered_g,deVRad_g,psffwhm_g,extinction_g,dered_r,deVRad_r,psffwhm_r,extinction_r,dered_i,deVRad_i,psffwhm_i,extinction_i,dered_z,deVRad_z,psffwhm_z,extinction_z,u_g,g_r,r_i,i_z
1237665330397184209,7.31385332330793e+18,GALAXY,4623,301,4,292,206.333193069044,30.7979360663731,0.1688723,21.22404,0.70788,1.719983,0.05373072,20.37895,0.216381,1.534842,0.04186662,20.05047,0.2626083,1.432491,0.02896313,19.8233,0.3653944,1.347949,0.02152271,20.04557,0.0006010146,1.340025,0.01600894,0.8569508,0.341383,0.2346153,-0.2167587
1237667324332408972,6.719522483278729e+18,GALAXY,5087,301,6,241,189.349003696514,28.4351413247131,0.1405357,21.72457,0.3674232,1.58133,0.08081611,20.59187,0.1633301,1.539565,0.06297137,19.96593,0.2099228,1.183921,0.0435633,19.56618,0.1769795,1.171418,0.0323722,19.27971,0.5688224,1.272224,0.02407897,1.150541,0.6453495,0.4109402,0.2947636
1237678889596813594,4.894466488130621e+18,GALAXY,7780,301,4,107,30.6760767539267,-2.1283201630622,0.4741558,25.25229,0.0004131346,1.251596,0.1073164,21.75193,0.56832,1.214663,0.08362024,19.97684,0.4822662,1.091539,0.05784809,19.20334,0.6058392,1.006519,0.04298733,18.8239,0.6019181,0.9036357,0.03197468,3.524061,1.800861,0.7883587,0.3904514
1237663530798415990,2.0086569102150472e+18,GALAXY,4204,301,4,178,129.465048497797,57.3786889879892,0.3992144,23.71974,0.003018325,1.331792,0.2552007,21.60941,0.3263492,1.256265,0.1988506,19.87779,0.5251901,1.174488,0.1375639,19.12009,0.5044572,1.074928,0.1022248,18.76348,0.4817064,1.035199,0.07603644,2.166689,1.792906,0.7930374,0.3827953
1237662223524429996,9.964278352671166e+18,GALAXY,3900,301,1,280,166.943690909075,37.5086168153662,0.4532023,20.72321,0.46602,1.93057,0.04516974,20.46419,0.2507621,1.853744,0.03519595,20.0345,0.2467017,1.394644,0.0243484,19.79547,0.2996028,1.206369,0.01809347,19.76573,0.6034845,1.53153,0.01345822,0.2689934,0.4405365,0.2452946,0.03436661
1237680483564912994,8.715642441687126e+18,GALAXY,8151,301,5,82,6.47982256063176,30.6291123890097,0.5148697,20.73165,0.2542965,1.719462,0.3085661,20.27127,0.2198653,1.939643,0.2404326,19.83463,0.2439521,1.43318,0.1663302,19.63696,0.168567,1.277825,0.1236011,19.54974,0.3663984,1.575407,0.09193654,0.528511,0.5107384,0.240406,0.118885
1237656906343711123,1.2430188347769754e+18,GALAXY,2662,301,1,109,334.0134588112,-0.923673260251187,0.145384,20.61184,0.04961226,1.314338,0.4325265,20.09023,0.321446,1.271375,0.3370217,19.7929,0.2137356,0.9682032,0.2331501,19.50756,0.213672,0.9356557,0.1732555,19.67159,0.09911544,1.087175,0.1288702,0.6171112,0.4012012,0.3452415,-0.1196442
1237651190817423782,7.181248921909613e+18,GALAXY,1331,301,3,131,123.619551567037,45.0816710572554,0.2937848,21.80543,0.2794263,1.157616,0.3191218,20.7236,0.2054973,1.138051,0.2486576,19.91121,0.3758935,1.131837,0.1720202,19.45284,0.5847721,0.9891887,0.1278294,19.00408,0.4663556,0.9670476,0.0950816,1.152294,0.8890266,0.5025711,0.4815025
1237667227155366173,2.634691881425988e+18,GALAXY,5065,301,1,189,47.3473681390402,4.41799497104008,0.7825623,20.63488,0.50743,1.769146,0.812238,19.89745,0.2279701,1.535942,0.6328903,19.64649,0.004930385,1.367162,0.4378306,19.54786,0.001639833,1.30551,0.3253551,19.41641,0.1981693,1.555713,0.2420044,0.9167767,0.4460239,0.2111053,0.2147923
1237655349963129285,7.559548543792599e+18,GALAXY,2299,301,6,234,233.777945701837,53.3414577318602,0.4667,26.89666,0.001005594,1.734611,0.08556695,21.42671,1.501862,1.598697,0.06667319,20.04005,0.7619222,1.518239,0.0461242,19.22934,0.7854616,1.342187,0.03427523,18.91628,0.5684643,1.477073,0.02549447,5.488846,1.407204,0.8225632,0.3218403
1237664880488284468,3.3292984746876355e+18,GALAXY,4518,301,6,123,145.403251789216,31.9383942662541,0.3723016,21.16061,1.040988,1.380698,0.080171,20.67532,0.4781015,1.310258,0.06246871,20.04699,0.27675,1.388595,0.04321556,19.93552,0.3891188,1.226366,0.03211379,19.98424,0.9467751,1.140918,0.02388676,0.5030003,0.647583,0.1225643,-0.04048729
1237663783144259919,1.2002766892176773e+18,GALAXY,4263,301,2,430,47.0904588124933,-0.804726150211885,0.4138428,20.82211,0.366358,1.314656,0.2622759,20.51179,0.3771,1.096702,0.2043636,19.94839,0.3165537,1.058442,0.1413778,19.82961,0.3762413,0.9190611,0.1050589,19.56217,0.2595029,0.9699059,0.07814449,0.3682346,0.6263885,0.1550961,0.2943592
1237665428109460550,4.584855825647161e+18,GALAXY,4646,301,2,319,242.227858589203,16.7081932595088,0.4998296,25.85892,0.06706288,1.54497,0.2010986,21.48494,0.7897763,1.43023,0.1566947,19.89567,0.7698144,1.21496,0.1084006,19.07175,0.5422001,1.099606,0.08055329,18.59722,0.6327635,1.128742,0.05991685,4.418383,1.637564,0.8517723,0.4951687
1237661360767500397,5.823328692638863e+18,GALAXY,3699,301,2,198,220.849988008456,40.6481603725224,0.07410977,20.97339,0.2360928,1.453648,0.05844168,20.19052,0.165483,1.249117,0.04553736,20.05901,0.2446994,1.241711,0.03150254,19.66761,0.1942309,1.159108,0.02340976,19.76364,0.47657,1.006025,0.01741256,0.7957764,0.1455421,0.399498,-0.0900383
1237660562968871275,1.251325940278102e+19,GALAXY,3513,301,4,69,120.703282052187,25.8871740078763,0.6531606,20.42294,0.1264169,1.115536,0.1396153,20.14509,0.1258001,1.08895,0.1087873,19.98666,0.0560506,0.9029778,0.07525852,19.75168,0.1053394,0.8314282,0.05592515,19.77178,0.1566236,0.9011123,0.04159804,0.3086796,0.1919613,0.2543144,-0.005775452
1237663915723981470,1.1997814669274534e+19,GALAXY,4294,301,1,12,112.910796860937,41.6215210468604,0.3853105,20.51295,0.1997891,1.404295,0.2227958,20.21704,0.1372284,1.222377,0.173601,19.91655,0.1549579,1.049259,0.1200964,19.80276,0.1604628,1.069509,0.08924446,19.64654,0.1243611,1.062652,0.06638148,0.3451042,0.3539944,0.1446381,0.1790886
1237653501506289862,4.945006914541212e+18,GALAXY,1869,301,3,77,36.7180684813529,-8.62267085104177,0.2163175,21.65308,0.8387557,1.518453,0.1172689,20.75755,0.225775,1.531633,0.09137511,20.01973,0.2496498,1.328532,0.06321287,19.61211,0.2176221,1.177332,0.04697394,19.40629,0.09796635,1.269488,0.03493998,0.9214172,0.7659855,0.4238605,0.2178535
1237655349431829364,9.605249325358928e+18,GALAXY,2299,301,5,319,246.512519732154,43.7474755534187,0.2639709,23.97592,0.03596516,1.393894,0.04485215,21.42879,0.3026865,1.311508,0.03494849,20.02573,0.3870533,1.205217,0.02417721,19.52142,0.3522348,1.112636,0.01796626,19.24401,0.5689127,1.250181,0.01336359,2.557032,1.413832,0.5105209,0.282011
1237666406869041875,8.173111493958849e+18,GALAXY,4874,301,1,989,85.0820743477941,-0.874272850542628,0.3102282,22.36784,0.2358634,1.275951,1.681576,20.04157,0.1749256,1.156221,1.310273,19.1167,0.4600627,0.9139147,0.9064405,18.6827,0.4716659,0.9322296,0.6735824,18.33319,0.4562908,1.099308,0.5010216,2.697573,1.328699,0.6668663,0.5220623
1237662335178768978,1.2094516992402545e+19,GALAXY,3926,301,1,54,233.255723790035,34.5809392107787,0.2055765,23.37842,0.1893133,1.341611,0.1042458,21.24619,0.9843806,1.346451,0.08122765,19.97594,0.6096827,1.199287,0.05619291,19.49985,0.5203541,1.224868,0.04175735,19.12696,0.5199864,1.374314,0.0310598,2.155245,1.29529,0.4905281,0.383585
1237680099699982479,8.849623138226688e+18,GALAXY,8062,301,2,48,22.8321766365473,1.86357109924738,0.2161554,22.07081,0.003231421,1.284839,0.08506504,20.95805,0.1230874,1.186698,0.06628211,19.99677,0.152114,0.987528,0.04585366,19.49855,0.1538906,0.9698799,0.03407418,19.2135,0.2340281,0.9355326,0.02534493,1.131542,0.9817085,0.5100002,0.2937756
1237665440441893409,7.299343342864978e+18,GALAXY,4649,301,1,81,194.466111461991,28.5153718455719,0.2073061,22.74173,2.645868,1.636538,0.04809966,21.21807,0.3762819,1.427887,0.03747893,19.98278,0.2047383,1.307919,0.02592775,19.62873,0.2130772,1.160054,0.0192671,19.25815,0.1722547,1.309726,0.01433118,1.534275,1.246845,0.3607063,0.3755188
1237654604777653048,4.2942177968109855e+18,GALAXY,2126,301,2,102,134.531509914895,2.7142132623788,0.5087026,22.73673,0.07827256,1.721636,0.1778708,21.54855,0.7080206,1.684766,0.1385957,19.95762,0.873481,1.232499,0.09587985,19.124,0.6506425,1.159267,0.071249,18.60357,0.8134551,1.395752,0.05299617,1.227459,1.633638,0.8582516,0.5386925
1237664094515036472,3.3337968473229496e+18,GALAXY,4335,301,6,211,141.236330366176,32.3199504544794,0.1926934,21.24418,0.189572,1.398266,0.08326505,20.52047,0.3913383,1.19924,0.06487957,20.00894,0.3731698,1.197433,0.04488338,19.7397,0.1952593,1.134255,0.03335316,19.5199,0.3855573,1.308076,0.02480863,0.7420959,0.5315266,0.2807617,0.2283478
1237678617437667581,1.201437499071687e+18,GALAXY,7717,301,1,632,45.2716302614531,0.820549726931543,0.4708895,21.02312,0.392525,1.259231,0.390483,20.55286,0.4419683,1.081855,0.3042617,19.86072,0.2756475,1.131889,0.2104868,19.63627,0.3047872,1.208692,0.1564143,19.49232,0.5319754,0.9519542,0.1163435,0.5564842,0.7859154,0.2785225,0.1840172
1237667782818333344,5.986627608649159e+18,GALAXY,5194,301,4,213,145.308202024168,17.6972599279442,0.557543,24.82721,0.0003502831,1.520491,0.1064139,21.63942,0.6722059,1.170706,0.082917,20.01099,0.6034151,1.080599,0.0573616,19.22875,0.5503168,0.9910977,0.04262581,18.75296,0.661658,1.124092,0.03170577,3.211281,1.65399,0.7969723,0.4867077
1237660634388758544,8.312547712752177e+18,GALAXY,3530,301,1,314,169.285213003367,45.4494671654397,0.2387768,23.20412,0.02442128,1.53482,0.07392687,21.33946,0.1805738,1.40467,0.05760332,19.99817,0.307623,1.244245,0.03984971,19.51503,0.2360484,1.270099,0.0296126,19.15907,0.2562456,1.402616,0.02202634,1.880991,1.359041,0.493372,0.3635483
1237658493894132008,6.086856888858989e+18,GALAXY,3031,301,6,462,189.709027429369,10.8451712131434,0.2814789,21.76186,2.055713,1.537854,0.08180355,20.69125,0.2941104,1.469741,0.06374077,20.03336,0.2632867,1.280144,0.04409557,19.86117,0.2954818,1.191563,0.03276774,19.52204,0.3075486,1.337968,0.02437317,1.088675,0.677536,0.1835155,0.3475227
1237650372095049984,4.252786818834256e+18,GALAXY,1140,301,6,219,185.64154928112,-1.32897791430014,0.2913629,21.51662,0.5181368,1.4232,0.1108603,20.57715,0.2928767,1.340431,0.08638161,20.00496,0.275564,1.414792,0.05975839,19.86304,0.06695568,1.464809,0.04440689,19.40728,0.1578001,1.475095,0.03303057,0.963953,0.5988159,0.1572685,0.4671326
1237664337173414136,1.1565279714320077e+19,GALAXY,4392,301,2,100,160.631805557578,34.3001793204667,0.25602,24.09423,0.0994641,1.860943,0.08440501,21.3785,0.8685387,1.406168,0.06576781,20.02636,0.4098633,1.347696,0.04549787,19.49404,0.4301805,1.422315,0.03380979,19.24002,0.4452558,1.380152,0.02514827,2.734367,1.372408,0.5440121,0.2626839
1237666338652094809,2.621146172965808e+18,GALAXY,4858,301,2,465,16.5463313722477,-0.537075279647649,0.9266849,21.3796,0.06680723,1.298198,0.1791741,20.35356,0.09923797,1.136813,0.1396113,19.96569,4.277653e-05,0.9654246,0.09658244,19.75805,0.01179138,0.8330197,0.0717711,19.84002,0.08134554,0.9704579,0.05338451,1.065599,0.4308968,0.23246,-0.06359291
1237663785280995552,4.504512527367148e+17,GALAXY,4263,301,6,266,22.4581620681754,0.962818418489338,0.1151373,21.33486,0.1895161,1.085632,0.09320652,20.41375,0.1643996,1.118482,0.07262588,19.96638,0.2661368,1.187043,0.05024225,19.58168,0.2453946,1.266703,0.03733538,19.47982,0.2282094,1.337865,0.02777066,0.9416962,0.4697533,0.3976021,0.1114292
1237661851469807723,7.471616474408571e+18,GALAXY,3813,301,4,233,186.271842465162,45.2859926775392,0.1600906,20.69062,0.05114758,1.606388,0.05843957,20.22243,0.2827125,1.508959,0.04553572,20.00682,0.1521703,1.389077,0.0315014,20.00349,0.2420228,1.252747,0.02340892,20.11634,0.1286265,1.206829,0.01741193,0.4810925,0.2296467,0.0114212,-0.1068573
1237662685756195093,1.211244452986253e+19,GALAXY,4007,301,6,65,215.834776706099,34.4217428491038,0.3903163,21.60106,0.3731596,1.392381,0.05995166,20.80274,0.2364551,1.384454,0.04671393,19.97371,0.1616393,1.279619,0.03231648,19.6549,0.1727334,1.269126,0.02401461,19.36309,0.4758714,1.288332,0.01786246,0.8115501,0.8434315,0.3271084,0.2979622
1237662337863188964,1.2094670924030431e+19,GALAXY,3926,301,6,55,234.894230090417,36.3134089382864,0.3173107,24.02781,0.01181058,1.41746,0.1164318,21.41304,0.8270314,1.227989,0.0907229,19.96865,0.6537771,1.168129,0.06276169,19.36376,0.5435318,1.178277,0.04663866,19.04935,0.7755573,1.076166,0.03469059,2.640478,1.472349,0.6210079,0.3263607
1237666299482997065,8.028359393521439e+17,GALAXY,4849,301,1,808,52.9245800293793,-0.86373738326383,0.3297752,25.08215,0.03259779,1.459102,0.5377771,21.63444,1.077986,1.305472,0.4190323,19.78678,0.400505,1.063238,0.2898846,19.19302,0.4164971,1.016538,0.2154153,18.96758,0.5419901,1.043452,0.1602294,3.566448,1.976812,0.6682281,0.280632
1237657874870370527,8.313729687181611e+18,GALAXY,2887,301,5,285,152.657078004767,45.6931868635244,0.08500323,21.50219,3.296947,1.878903,0.0382203,20.40222,0.1513615,1.684465,0.029781,20.01805,0.1418622,1.457541,0.02060236,19.75572,0.3838234,1.325258,0.01530976,19.49507,0.249895,1.43994,0.01138765,1.10841,0.3933411,0.2676258,0.264576
1237664337180295459,5.235686999495823e+18,GALAXY,4392,301,2,205,179.850837120176,36.6814643427545,0.6043082,22.04033,0.7763013,1.374949,0.09496096,21.26155,0.4429718,1.307394,0.07399294,20.02771,0.4776346,1.310383,0.05118797,19.42471,0.3225382,1.064633,0.03803815,19.31644,0.2858514,1.006655,0.02829339,0.7997437,1.256647,0.616148,0.1180191
1237660634927857895,7.518783599665238e+18,GALAXY,3530,301,2,348,176.610396247762,46.6560578212802,0.5967059,21.25373,0.2513134,1.787608,0.09303764,20.70204,0.7403144,1.327274,0.07249429,19.97943,1.034047,1.276433,0.05015122,19.25406,0.7214131,1.440313,0.03726773,18.84099,0.5684632,1.299265,0.02772034,0.5722313,0.7449551,0.7382488,0.4226189
1237678920754200584,5.242400895392829e+18,GALAXY,7787,301,6,395,29.6106080578169,12.4187675423305,0.4848284,23.29676,0.001293258,1.321811,0.368171,21.52603,0.5472785,1.151856,0.2868764,19.88668,0.8269274,1.264673,0.1984598,19.06866,0.7190731,1.264351,0.1474769,18.65341,0.6968771,1.133819,0.1096957,1.852026,1.727772,0.8689995,0.4530373
1237661465459098223,1.6045214904541778e+18,GALAXY,3723,301,5,225,255.293957583617,21.185087315537,0.2156905,22.74492,1.009151,0.9833434,0.2913341,21.46062,0.07869291,0.9483634,0.2270056,19.91837,0.1295968,0.8179513,0.1570414,19.40174,0.1521936,0.7420854,0.1166986,18.9952,0.1521154,0.8129792,0.08680232,1.348619,1.612219,0.5569706,0.4364414
1237655129302499852,6.789265875872797e+18,GALAXY,2248,301,3,132,247.916328796378,43.6293062749102,0.4377299,24.99587,0.0009467875,1.320278,0.02445365,21.81365,0.6287101,1.283666,0.01905412,20.00875,0.8502301,1.20793,0.01318155,19.20724,0.6742823,1.089845,0.009795305,18.71652,0.6499674,1.104502,0.007285907,3.18762,1.81077,0.8048954,0.4932308
1237674371826122908,5.046309864986661e+18,GALAXY,6728,301,5,77,120.147252328546,19.6092473668027,0.2852751,22.64393,0.2939926,1.371849,0.1645701,21.45926,0.4688515,1.260907,0.1282319,19.96643,0.6787727,1.234142,0.08871023,19.46096,0.6912725,1.122983,0.06592121,19.05761,0.4180467,0.9829888,0.04903327,1.221018,1.532347,0.5282612,0.4202366
1237657608031109796,4.224530469948248e+18,GALAXY,2825,301,4,65,117.456617303845,31.090411498816,0.1887916,20.63795,0.2360264,1.249846,0.2202567,20.33797,0.2358504,1.419844,0.1716225,19.91643,0.2253453,1.125303,0.1187277,19.94552,0.2447153,1.094817,0.08822738,20.20785,0.1428495,1.133493,0.06562496,0.3486118,0.4744415,0.001409531,-0.2397327
1237678617952846075,1.0332617776028731e+19,GALAXY,7717,301,2,301,355.695318865612,1.67003323719907,0.3147969,21.30854,0.7649488,1.199085,0.14438,20.63923,0.08121105,1.148072,0.1124999,19.96423,0.1959073,1.017932,0.0778269,19.75657,0.2420101,0.9155986,0.05783373,19.512,0.2041014,0.884087,0.04301767,0.7011929,0.7096691,0.2276459,0.2593918
1237656568112678148,1.254328690737703e+18,GALAXY,2583,301,3,73,313.89768767302,-0.29107316086121,0.196769,20.8534,0.160017,1.074058,0.3758365,20.14223,0.1846461,1.075378,0.2928492,19.80287,0.318938,0.906629,0.2025918,19.61391,0.3985974,0.8372902,0.1505474,19.72157,0.2656021,0.8661882,0.1119796,0.7941666,0.429615,0.2410049,-0.0690918
1237663458315075958,1.0292032871310051e+19,GALAXY,4187,301,5,90,321.206014894236,0.454470260761138,0.2831964,21.05819,0.3069941,1.026899,0.2535272,20.42581,0.3044055,1.063214,0.1975467,19.90532,0.4842273,0.8587028,0.1366619,19.87769,0.6766507,0.7860122,0.1015544,19.49205,0.331559,0.9758794,0.07553782,0.6883621,0.5813732,0.0627346,0.4116516
1237664887463150004,2.0863453637650944e+18,GALAXY,4520,301,3,55,244.030669330573,21.4003211710854,0.3349383,20.24222,0.8167754,1.650691,0.3648494,20.11289,0.5290444,1.503854,0.2842882,19.83128,0.3813641,1.370457,0.1966693,19.86358,0.5049464,1.258568,0.1461463,19.66982,0.7080548,1.237352,0.108706,0.2098885,0.369236,0.01821327,0.2312088
1237651252580712453,7.861111048136577e+18,GALAXY,1345,301,6,484,224.090935494256,60.3280802151362,0.6668622,22.36608,0.1521214,1.322316,0.03817578,21.31252,0.390616,1.241195,0.02974631,20.05943,0.6467202,1.19759,0.02057836,19.13405,0.5123392,1.191584,0.01529193,18.96585,0.5766416,1.136085,0.01137438,1.061991,1.262251,0.9306736,0.1721172
1237659329780187583,1.2076427552241242e+19,GALAXY,3226,301,3,127,249.754892691962,36.0455833256914,0.4950016,20.92301,0.2760591,1.401909,0.0868842,20.54405,0.1067637,1.300169,0.06769958,19.973,0.2435311,1.29906,0.04683426,19.68437,0.3035088,1.254318,0.03480287,19.42523,0.2419453,1.064768,0.02588694,0.39814,0.5919209,0.300663,0.2680511
1237671764248363382,4.270606054096917e+18,GALAXY,6121,301,4,142,191.049777204134,-3.07763700333275,0.2623239,21.09876,0.1894855,1.214741,0.109705,20.48438,0.2798713,1.108911,0.08548138,19.99009,0.2714077,0.9223925,0.05913563,19.76886,0.2326424,0.9614545,0.04394411,19.31245,0.22127,0.9013898,0.03268634,0.6386051,0.5206337,0.2364216,0.4676609
1237671991341286086,4.550930948557132e+18,GALAXY,6174,301,3,89,205.100435039206,1.74229993063836,0.4155198,25.21415,0.01662363,1.307791,0.1049806,21.7578,0.2086604,1.313137,0.08180013,20.01643,0.5579535,1.172752,0.05658896,19.35664,0.6521404,1.094995,0.04205166,19.06609,0.5939921,1.095981,0.03127871,3.47953,1.766588,0.6743221,0.3013268
1237671266570338579,4.2707432181724815e+18,GALAXY,6005,301,5,162,190.995835364376,-0.248466135100603,0.544015,21.884,0.0005018752,1.331683,0.08704092,21.25174,0.3513122,1.219884,0.0678217,19.98105,0.5846454,1.226909,0.04691873,19.31275,0.5817333,1.175252,0.03486565,19.04385,0.5139403,0.988607,0.02593364,0.6514797,1.291594,0.680357,0.2778282
1237661873480466769,8.34754516784751e+18,GALAXY,3818,301,5,217,195.310985630056,45.1485121421558,0.3258354,21.57643,0.002632135,1.330727,0.06337934,20.89681,0.1934658,1.157218,0.04938475,20.04392,0.1306989,0.9995674,0.03416414,19.80452,0.2460693,0.9512105,0.02538762,19.38783,0.2512298,1.011975,0.01888373,0.693615,0.8681126,0.2481785,0.423193
1237655108900618558,8.461278101422494e+18,GALAXY,2243,301,5,120,132.527057260372,47.336579074983,0.2934524,21.412,1.098605,1.663951,0.1084204,20.81716,0.3481643,1.473412,0.08448045,20.02415,0.299859,1.355428,0.05844318,19.64971,0.2536371,1.338826,0.04342955,19.34803,0.3009386,1.33337,0.03230361,0.6187878,0.8190422,0.3894558,0.312809
1237654382514929943,8.213693376413061e+18,GALAXY,2074,301,4,130,138.029917486259,52.6666329252361,0.2470297,20.73043,0.6338986,1.687115,0.06372111,20.50767,0.21685,1.49109,0.04965106,19.97954,0.2483264,1.437222,0.03434838,19.90746,0.3060908,1.420321,0.02552452,19.72768,0.2941513,1.3223,0.01898556,0.2368317,0.5434341,0.0809021,0.1863194
1237656238472430214,1.2476464096252006e+18,GALAXY,2506,301,5,50,326.27729330011,0.639751077665968,0.3681447,21.1978,0.1221293,1.109416,0.3221999,20.56455,0.199724,1.145322,0.251056,19.88517,0.2113261,0.9445227,0.1736794,19.74899,0.2568965,0.8595217,0.1290624,19.4444,0.6500868,1.015597,0.09599872,0.7043896,0.7567616,0.1807957,0.3376484
1237661417677586717,9.460967285202377e+18,GALAXY,3712,301,4,225,219.598919498849,52.3292351384653,0.4549882,24.38648,0.0001292239,1.552222,0.04345021,21.78933,0.4563309,1.493674,0.03385611,20.05667,0.7374417,1.174411,0.0234215,19.29494,0.9930493,1.116211,0.01740468,18.86296,0.6781897,1.244708,0.01294589,2.606745,1.743088,0.7677479,0.4364452
1237654389496021740,7.18462002494625e+18,GALAXY,2076,301,1,157,128.199999730319,44.9976007874942,0.419088,25.38683,0.04324983,1.401715,0.09534024,21.85016,0.2359811,1.334958,0.07428847,20.03218,0.6254518,1.329276,0.05139242,19.38136,0.9316304,1.293247,0.03819008,18.97507,0.7347865,1.174778,0.0284064,3.557724,1.840879,0.6640167,0.4160805
1237665016312758569,1.1558659009918816e+19,GALAXY,4550,301,3,64,165.928666128248,33.3024719377801,0.2495152,20.96229,0.6450143,1.204334,0.08859425,20.62766,0.1546103,1.377666,0.06903204,19.96786,0.1875462,1.281263,0.04775605,20.4907,0.2149175,1.134798,0.03548786,20.35169,0.2940258,1.042567,0.02639645,0.3541946,0.681076,-0.5105782,0.1481056
1237655106765980112,9.274156416855462e+18,GALAXY,2243,301,1,316,179.018116113601,58.7933810363414,0.3002094,23.98518,0.0005958556,1.690024,0.07163242,21.60945,0.3994345,1.475326,0.05581549,20.02339,0.4933345,1.319603,0.0386129,19.53324,0.3662041,1.423649,0.02869352,19.04509,0.2578647,1.395356,0.02134271,2.391548,1.603258,0.5000725,0.4954967
1237661951318491525,6.027111076692513e+18,GALAXY,3836,301,6,91,161.987575049655,12.6432589771741,0.4594513,23.56618,0.2906756,1.613993,0.1062897,21.54125,0.1538312,1.613541,0.08282019,19.99152,0.5951627,1.352147,0.05729463,19.20766,0.5449144,1.349538,0.04257605,18.79641,0.741794,1.426783,0.03166876,2.048407,1.575256,0.7985725,0.4221611
1237664092904292829,6.538222911010132e+18,GALAXY,4335,301,3,209,141.710858343751,31.0494670833949,0.494114,21.19109,0.3662343,1.365431,0.0974894,20.57874,0.4938212,1.40879,0.07596308,19.95183,0.5293745,1.144203,0.05255091,19.61943,0.4699856,1.092388,0.03905096,19.26082,0.5175647,1.098759,0.02904674,0.6338806,0.6503201,0.3459034,0.3686104
1237651496830697900,7.192292966102487e+18,GALAXY,1402,301,5,83,117.480172723636,44.1701417546863,0.4784414,20.5025,0.1593258,1.319648,0.1767807,20.5995,0.2374429,1.354665,0.1377463,19.94629,0.1895171,1.051612,0.09529226,19.59266,0.1902565,1.048552,0.07081237,19.34952,0.5008145,1.128735,0.05267139,-0.05796623,0.6956692,0.378109,0.2612743
1237678907332166245,1.247385235709102e+19,GALAXY,7784,301,5,391,29.6637720383295,9.56632773548558,0.2831594,25.67884,0.00101305,1.596612,0.2892171,21.58839,0.9001109,1.518104,0.225356,19.93037,0.6364932,1.294596,0.1559003,19.34131,0.7628757,1.219988,0.1158506,19.05101,0.7574192,1.256187,0.08617156,4.154312,1.72747,0.6291142,0.319973
1237668670253236244,7.979494643703501e+18,GALAXY,5401,301,1,19,154.562068245562,60.2965125704942,0.3759736,20.96068,0.1789427,1.330833,0.03970608,20.47145,0.1537415,1.215591,0.03093871,20.02981,0.219054,1.320843,0.02140326,19.91171,0.1755032,1.297864,0.01590491,19.66948,0.3425497,1.088868,0.01183033,0.4979916,0.4511795,0.1235943,0.2463074
1237665569290453460,7.648321737944486e+18,GALAXY,4679,301,1,74,241.704692787307,54.8071249966714,0.2337913,21.75661,1.189924,1.459494,0.02867554,21.0576,0.3118624,1.18368,0.02234379,20.05831,0.4305748,1.159243,0.01545733,19.57961,0.2835631,1.015243,0.01148645,19.27785,0.6011984,1.087114,0.008543811,0.7053413,1.006178,0.4826736,0.3047009
1237657606428688703,7.188888878891422e+18,GALAXY,2825,301,1,190,134.872427172983,43.7145005019247,0.3484968,22.18837,0.2826853,1.981763,0.08511587,21.00931,1.126076,1.803023,0.06632171,20.01387,1.054484,1.42238,0.04588105,19.58951,0.6983377,1.365969,0.03409454,18.92195,0.3538614,1.488364,0.02536007,1.197857,1.015877,0.4361496,0.6762981
1237658302206182006,7.996254225054323e+18,GALAXY,2987,301,1,80,164.677915162729,57.4012912099181,0.4778584,24.18793,0.0006985223,1.293713,0.03814065,21.8883,0.4779955,1.234018,0.02971893,20.06862,0.7524412,1.261225,0.02055942,19.21447,0.7492086,1.347121,0.01527785,18.84112,0.7339964,1.304602,0.01136392,2.30806,1.828838,0.8594284,0.3772697
1237665441001440053,4.580352502290207e+18,GALAXY,4649,301,2,427,248.100711399923,13.8123854761255,0.4497647,23.82273,0.0003548699,1.58885,0.2275419,21.67836,0.3485962,1.368104,0.1772991,19.95659,0.8925987,1.243924,0.1226547,19.16669,0.7014617,1.174263,0.0911456,18.60621,0.833829,1.165848,0.06779558,2.194613,1.776415,0.8214016,0.5838356
1237665442056176171,7.308264780145644e+18,GALAXY,4649,301,4,137,204.121590115839,28.8130249491976,0.2841006,23.23985,0.8470469,1.489478,0.0471198,21.14439,0.3238618,1.387012,0.03671543,19.99602,0.1910085,1.28561,0.02539956,19.55214,0.2422993,1.197003,0.0188746,19.44902,0.2656417,1.166901,0.01403923,2.105867,1.159691,0.4503994,0.1079578
1237678617433014626,7.916640771003126e+17,GALAXY,7717,301,1,561,34.6941672577843,1.08870865411718,0.3593795,21.85354,1.072168,1.18569,0.1412176,20.87932,0.1220577,1.127882,0.1100358,19.97283,0.3005848,1.009529,0.07612228,19.74332,0.2584901,0.9020585,0.05656701,19.31694,0.6649107,0.9186634,0.04207547,1.0054,0.9404106,0.2490616,0.4408741
1237662193461494157,5.304200594172695e+18,GALAXY,3893,301,1,308,210.782643200438,38.5769197042362,0.4787589,23.61354,0.008707253,1.315948,0.05240823,21.62248,0.4341389,1.353544,0.04083614,19.97779,0.8601497,1.210484,0.02825025,19.16486,0.5830348,1.128793,0.02099296,18.7955,1.188895,1.269798,0.01561491,2.002634,1.65728,0.8201885,0.3747349
