,accuracy,precision_macro,recall_macro,f1_macro
fold_1,0.9976071428571428,0.9976185398450274,0.9976071428571429,0.9976071291561259
fold_2,0.9973928571428572,0.9974063810132878,0.9973928571428572,0.9973928394214813
fold_3,0.9974642857142857,0.9974770805202189,0.9974642857142857,0.997464269409926
fold_4,0.9978571428571429,0.9978662873399715,0.9978571428571428,0.9978571330174475
fold_5,0.9977142040787171,0.9977246871444824,0.9977141224373169,0.9977141917595466
