metric,mean,std
accuracy,0.997899984948442,0.00021594644935652484
precision_macro,0.9979083774685439,0.000214551754903517
recall_macro,0.997899969895809,0.00021594695354677519
f1_macro,0.9978999758987687,0.00021594870984786098
