fold,accuracy,precision_macro,recall_macro,f1_macro
1,0.9988434444327621,0.998846113500472,0.9988434444327621,0.9988434428857272
2,0.9988960151403637,0.9988984473352917,0.9988960151403639,0.9988960137948446
3,0.9988434444327621,0.998846113500472,0.9988434444327621,0.9988434428857272
4,0.9988434444327621,0.998846113500472,0.9988434444327621,0.9988434428857272
5,0.9988434444327621,0.998846113500472,0.9988434444327621,0.9988434428857272
