fold,accuracy,precision_macro,recall_macro,f1_macro
1,0.9992640100935759,0.9992650918635171,0.9992640100935759,0.9992640096949037
2,0.9992114393859741,0.999212372038093,0.9992114393859741,0.9992114390176674
3,0.9991588686783724,0.9991599502205006,0.9991588686783723,0.9991588682227472
4,0.9992640100935759,0.9992650918635171,0.9992640100935759,0.9992640096949037
5,0.9992640100935759,0.9992650918635171,0.9992640100935759,0.9992640096949037
