metric,mean,std
accuracy,0.9976071265300291,0.00016750440856547563
precision_macro,0.9976185951725975,0.00016593261619546025
recall_macro,0.9976071102017492,0.00016749397353608823
f1_macro,0.9976071125529055,0.00016750721047580864
