,accuracy,precision_macro,recall_macro,f1_macro
fold_1,0.9974642857142857,0.9974770805202189,0.9974642857142857,0.997464269409926
fold_2,0.9975,0.9975124378109452,0.9975,0.9974999843749024
fold_3,0.9974642857142857,0.9974770805202189,0.9974642857142857,0.997464269409926
fold_4,0.9978214285714285,0.9978308797382832,0.9978214285714286,0.9978214182315016
fold_5,0.997642772956177,0.9976539172472629,0.997642688763483,0.9976427594582068
