metric,mean,std
accuracy,0.9975785545912353,0.0001381284510399421
precision_macro,0.9975902791673859,0.00013683974871356563
recall_macro,0.9975785377526967,0.0001381206263886477
f1_macro,0.9975785401768926,0.00013813073220376448
