metric,mean,std
accuracy,0.999232467669015,4.70206703290986e-05
precision_macro,0.999233519569829,4.703747560537371e-05
recall_macro,0.999232467669015,4.702067032914204e-05
f1_macro,0.9992324672650252,4.702068922052633e-05
