,accuracy,precision_macro,recall_macro,f1_macro
fold_1,0.9979285714285714,0.997936538413186,0.9979285714285714,0.9979285631428241
fold_2,0.9977142857142857,0.9977234275731595,0.9977142857142858,0.9977142752186108
fold_3,0.9976785714285714,0.9976886496237263,0.9976785714285714,0.9976785596762798
fold_4,0.9982857142857143,0.9982915717539863,0.9982857142857142,0.9982857092477986
fold_5,0.9978927818850674,0.9979016999786614,0.9978927066219015,0.9978927722083302
