,accuracy,precision_macro,recall_macro,f1_macro
fold_1,0.9030238095238096,0.9123430336625346,0.9030238095238096,0.9020576544322149
fold_2,0.9037142857142857,0.913373975808883,0.9037142857142858,0.902738797671541
fold_3,0.9038333333333334,0.9132274377720858,0.9038333333333334,0.9028792958599742
fold_4,0.9046190476190477,0.9149117428931048,0.9046190476190477,0.9036031410118618
fold_5,0.9019500464296769,0.9118088005149322,0.9019512346119961,0.900930334598297
