metric,mean,std
accuracy,0.9387494742744987,0.00018644940527502913
precision_macro,0.9395224563494166,0.00021515842807445044
recall_macro,0.9387474639194131,0.00018643628969961356
f1_macro,0.9386875157770375,0.0001851439093037829
