metric,mean,std
accuracy,0.9034281045240308,0.0008958309767586475
precision_macro,0.913132998130308,0.0010591001089225987
recall_macro,0.9034283421604945,0.0008954389336001288
f1_macro,0.9024418447147777,0.0009011568851231935
