metric,mean,std
accuracy,0.9042376309413264,0.0011388940683400332
precision_macro,0.911738002482035,0.0013023710615046517
recall_macro,0.9042378146058052,0.0011386134984794646
f1_macro,0.9034680445758637,0.0011429395925856255
