metric,mean,std
accuracy,0.9387004065610544,0.00020285708858104693
precision_macro,0.9403708861070591,0.0002666172706938684
recall_macro,0.9386979719057569,0.00020283628980568514
f1_macro,0.9385841356493559,0.0002003674347286648
