fold,accuracy,precision_macro,recall_macro,f1_macro
1,0.9388055516612925,0.9395769654946782,0.9388035430261482,0.93874279863911
2,0.9384200196270854,0.939143793443122,0.9384180318743219,0.9383603956491404
3,0.9388406000280387,0.939615648073208,0.9388385901645494,0.9387788882036546
4,0.9388055516612925,0.9395963481599502,0.9388035319702687,0.9387429876136918
5,0.9388756483947848,0.9396795265761247,0.9388736225617778,0.9388125087795901
