metric,mean,std
accuracy,0.938090564979672,0.0005154612758515886
precision_macro,0.93874507468256,0.000834965141926617
recall_macro,0.9380886322598112,0.0005152701041657316
f1_macro,0.9380247229749497,0.000500621728134887
