,accuracy,precision_macro,recall_macro,f1_macro
fold_1,0.9043809523809524,0.9110178659453577,0.9043809523809524,0.9036692410629389
fold_2,0.9037142857142857,0.911310387489109,0.9037142857142858,0.9029273211518597
fold_3,0.9035952380952381,0.9091172671456965,0.9035952380952382,0.9029854694170436
fold_4,0.9050952380952381,0.914087488328135,0.9050952380952381,0.904202188337181
fold_5,0.9022833876997072,0.9092522875603081,0.9022842175801672,0.9015358557074852
