metric,mean,std
accuracy,0.9038138203970842,0.0009341926590622595
precision_macro,0.9109570592937214,0.0018010666846631732
recall_macro,0.9038139863731762,0.0009339207696382403
f1_macro,0.9030640151353018,0.0008968681701065063
