metric,mean,std
accuracy,0.998102767015258,0.00020890271754501824
precision_macro,0.9981099356657731,0.00020738634964171228
recall_macro,0.9981028571428572,0.00020886476437137897
f1_macro,0.9981027602928407,0.0002089047515419437
