,accuracy,precision_macro,recall_macro,f1_macro
fold_1,0.9981714285714286,0.9981780915508995,0.9981714285714286,0.9981714224572624
fold_2,0.9971426938682211,0.9971587680418229,0.9971428571428571,0.9971426714642049
fold_3,0.9978855934624836,0.9978943774186205,0.9978857142857143,0.9978855845135998
fold_4,0.9982856163209326,0.998291377150017,0.9982857142857142,0.9982856116124741
fold_5,0.9980570318303903,0.9980644426733463,0.9980571428571429,0.9980570249205398
