,accuracy,precision_macro,recall_macro,f1_macro
fold_1,0.9984,0.9984051036682615,0.9984,0.9983999959039895
fold_2,0.9978855934624836,0.9978943774186205,0.9978857142857143,0.9978855845135998
fold_3,0.9978855934624836,0.9978943774186205,0.9978857142857143,0.9978855845135998
fold_4,0.9982856163209326,0.998291377150017,0.9982857142857142,0.9982856116124741
fold_5,0.9980570318303903,0.9980644426733463,0.9980571428571429,0.9980570249205398
