metric,mean,std
accuracy,0.9979084728106912,0.0004050663143390752
precision_macro,0.9979174113669412,0.00040137090771630014
recall_macro,0.9979085714285715,0.00040502960335244743
f1_macro,0.9979084629936162,0.0004050727089609418
