,accuracy,precision_macro,recall_macro,f1_macro
fold_1,0.9984571428571428,0.9984605869146186,0.9984571428571428,0.9984571401920888
fold_2,0.9985713469341105,0.998575336220652,0.9985714285714286,0.9985713442467643
fold_3,0.9981141779530259,0.9981211569118652,0.9981142857142857,0.998114171646711
fold_4,0.9987999314246528,0.9988027366020524,0.9988,0.9987999298570351
fold_5,0.9986284930567461,0.9986321668756412,0.9986285714285714,0.9986284906874029
